order_id,postal_prefix,region,sku_id,order_hour,scenario
ORD000133,68,비수도권,SKU0068,10,normal
ORD000134,38,비수도권,SKU0010,17,normal
ORD000135,8,수도권,SKU0067,11,normal
ORD000136,10,수도권,SKU0094,8,normal
ORD000137,8,수도권,SKU0005,20,normal
ORD000138,14,수도권,SKU0062,21,normal
ORD000139,2,수도권,SKU0038,6,normal
ORD000140,32,비수도권,SKU0051,6,normal
ORD000141,12,수도권,SKU0053,12,normal
ORD000142,38,비수도권,SKU0078,19,normal
ORD000143,14,수도권,SKU0056,12,normal
ORD000144,43,비수도권,SKU0060,19,normal
ORD000145,12,수도권,SKU0034,4,normal
ORD000146,10,수도권,SKU0013,13,normal
ORD000147,18,수도권,SKU0069,15,normal
ORD000148,45,비수도권,SKU0001,12,normal
ORD000149,13,수도권,SKU0033,11,normal
ORD000150,88,비수도권,SKU0022,0,normal
ORD000151,2,수도권,SKU0039,7,normal
ORD000152,15,수도권,SKU0032,7,normal
ORD000153,94,비수도권,SKU0071,22,normal
ORD000154,19,수도권,SKU0027,21,normal
ORD000155,15,수도권,SKU0057,14,normal
ORD000156,23,비수도권,SKU0046,2,normal
ORD000157,24,비수도권,SKU0081,7,normal
ORD000158,52,비수도권,SKU0043,22,normal
ORD000159,5,수도권,SKU0087,23,normal
ORD000160,9,수도권,SKU0001,17,normal
ORD000161,25,비수도권,SKU0061,23,normal
ORD000162,76,비수도권,SKU0001,6,normal
ORD000163,22,비수도권,SKU0072,21,normal
ORD000164,9,수도권,SKU0024,11,normal
ORD000165,43,비수도권,SKU0038,14,normal
ORD000166,53,비수도권,SKU0039,7,normal
ORD000167,9,수도권,SKU0085,15,normal
ORD000168,14,수도권,SKU0011,4,normal
ORD000169,19,수도권,SKU0067,4,normal
ORD000170,18,수도권,SKU0099,8,normal
ORD000171,14,수도권,SKU0003,12,normal
ORD000172,11,수도권,SKU0097,14,normal
ORD000173,4,수도권,SKU0002,7,normal
ORD000174,2,수도권,SKU0085,11,normal
ORD000175,92,비수도권,SKU0097,19,normal
ORD000176,72,비수도권,SKU0100,8,normal
ORD000177,13,수도권,SKU0046,14,normal
ORD000178,92,비수도권,SKU0087,14,normal
ORD000179,42,비수도권,SKU0013,12,normal
ORD000180,17,수도권,SKU0043,14,normal
ORD000181,18,수도권,SKU0031,21,normal
ORD000182,3,수도권,SKU0040,4,normal
ORD000183,4,수도권,SKU0071,9,normal
ORD000184,29,비수도권,SKU0009,22,normal
ORD000185,20,비수도권,SKU0100,11,normal
ORD000186,8,수도권,SKU0064,16,normal
ORD000187,90,비수도권,SKU0088,8,normal
ORD000188,61,비수도권,SKU0083,4,normal
ORD000189,4,수도권,SKU0077,8,normal
ORD000190,87,비수도권,SKU0004,4,normal
ORD000191,95,비수도권,SKU0052,22,normal
ORD000192,99,비수도권,SKU0033,13,normal
ORD000193,2,수도권,SKU0012,6,normal
ORD000194,53,비수도권,SKU0035,8,normal
ORD000195,19,수도권,SKU0065,11,normal
ORD000196,47,비수도권,SKU0024,4,normal
ORD000197,94,비수도권,SKU0045,6,normal
ORD000198,44,비수도권,SKU0041,4,normal
ORD000199,71,비수도권,SKU0006,19,normal
ORD000200,76,비수도권,SKU0063,16,normal
ORD000201,71,비수도권,SKU0062,10,normal
ORD000202,15,수도권,SKU0097,4,normal
ORD000203,8,수도권,SKU0030,3,normal
ORD000204,14,수도권,SKU0042,0,normal
ORD000205,80,비수도권,SKU0041,0,normal
ORD000206,6,수도권,SKU0092,13,normal
ORD000207,18,수도권,SKU0041,20,normal
ORD000208,9,수도권,SKU0045,8,normal
ORD000209,25,비수도권,SKU0026,0,normal
ORD000210,75,비수도권,SKU0001,7,normal
ORD000211,78,비수도권,SKU0012,12,normal
ORD000212,9,수도권,SKU0071,8,normal
ORD000213,83,비수도권,SKU0069,14,normal
ORD000214,27,비수도권,SKU0033,10,normal
ORD000215,13,수도권,SKU0048,3,normal
ORD000216,48,비수도권,SKU0030,7,normal
ORD000217,17,수도권,SKU0074,12,normal
ORD000218,14,수도권,SKU0085,16,normal
ORD000219,47,비수도권,SKU0090,3,normal
ORD000220,9,수도권,SKU0018,9,normal
ORD000221,12,수도권,SKU0070,1,normal
ORD000222,16,수도권,SKU0097,14,normal
ORD000223,9,수도권,SKU0066,19,normal
ORD000224,14,수도권,SKU0036,17,normal
ORD000225,23,비수도권,SKU0064,13,normal
ORD000226,53,비수도권,SKU0069,2,normal
ORD000227,58,비수도권,SKU0040,0,normal
ORD000228,68,비수도권,SKU0011,2,normal
ORD000229,54,비수도권,SKU0061,22,normal
ORD000230,43,비수도권,SKU0081,12,normal
ORD000231,9,수도권,SKU0100,7,normal
ORD000232,14,수도권,SKU0023,21,normal
ORD000233,17,수도권,SKU0071,16,normal
ORD000234,3,수도권,SKU0003,22,normal
ORD000235,19,수도권,SKU0097,15,normal
ORD000236,16,수도권,SKU0002,15,normal
ORD000237,64,비수도권,SKU0036,11,normal
ORD000238,96,비수도권,SKU0008,18,normal
ORD000239,21,비수도권,SKU0063,15,normal
ORD000240,12,수도권,SKU0034,14,normal
ORD000241,2,수도권,SKU0074,8,normal
ORD000242,86,비수도권,SKU0049,15,normal
ORD000243,85,비수도권,SKU0042,1,normal
ORD000244,9,수도권,SKU0035,9,normal
ORD000245,45,비수도권,SKU0009,11,normal
ORD000246,3,수도권,SKU0021,17,normal
ORD000247,6,수도권,SKU0064,17,normal
ORD000248,8,수도권,SKU0050,3,normal
ORD000249,11,수도권,SKU0008,1,normal
ORD000250,99,비수도권,SKU0055,6,normal
ORD000251,46,비수도권,SKU0006,18,normal
ORD000252,14,수도권,SKU0052,10,normal
ORD000253,53,비수도권,SKU0097,12,normal
ORD000254,84,비수도권,SKU0031,19,normal
ORD000255,92,비수도권,SKU0073,16,normal
ORD000256,2,수도권,SKU0075,9,normal
ORD000257,14,수도권,SKU0041,15,normal
ORD000258,4,수도권,SKU0060,19,normal
ORD000259,12,수도권,SKU0048,15,normal
ORD000260,6,수도권,SKU0029,19,normal
ORD000261,37,비수도권,SKU0076,19,normal
ORD000262,14,수도권,SKU0071,15,normal
ORD000263,8,수도권,SKU0091,18,normal
ORD000264,10,수도권,SKU0062,12,normal
ORD000265,13,수도권,SKU0039,22,normal
ORD000266,9,수도권,SKU0072,19,normal
ORD000267,16,수도권,SKU0062,10,normal
ORD000268,2,수도권,SKU0062,11,normal
ORD000269,10,수도권,SKU0085,16,normal
ORD000270,15,수도권,SKU0092,14,normal
ORD000271,29,비수도권,SKU0019,2,normal
ORD000272,10,수도권,SKU0032,8,normal
ORD000273,5,수도권,SKU0066,9,normal
ORD000274,3,수도권,SKU0056,11,normal
ORD000275,89,비수도권,SKU0066,21,normal
ORD000276,15,수도권,SKU0044,23,normal
ORD000277,25,비수도권,SKU0042,8,normal
ORD000278,85,비수도권,SKU0012,23,normal
ORD000279,3,수도권,SKU0063,4,normal
ORD000280,78,비수도권,SKU0018,21,normal
ORD000281,20,비수도권,SKU0068,1,normal
ORD000282,6,수도권,SKU0097,12,normal
ORD000283,15,수도권,SKU0026,10,normal
ORD000284,60,비수도권,SKU0015,8,normal
ORD000285,17,수도권,SKU0003,21,normal
ORD000286,97,비수도권,SKU0038,7,normal
ORD000287,14,수도권,SKU0022,22,normal
ORD000288,55,비수도권,SKU0050,14,normal
ORD000289,14,수도권,SKU0053,15,normal
ORD000290,69,비수도권,SKU0035,9,normal
ORD000291,23,비수도권,SKU0075,1,normal
ORD000292,3,수도권,SKU0091,14,normal
ORD000293,2,수도권,SKU0022,17,normal
ORD000294,5,수도권,SKU0084,12,normal
ORD000295,1,수도권,SKU0014,4,normal
ORD000296,3,수도권,SKU0023,18,normal
ORD000297,45,비수도권,SKU0057,0,normal
ORD000298,19,수도권,SKU0031,2,normal
ORD000299,55,비수도권,SKU0005,22,normal
ORD000300,84,비수도권,SKU0030,9,normal
ORD000301,26,비수도권,SKU0091,14,normal
ORD000302,51,비수도권,SKU0018,15,normal
ORD000303,56,비수도권,SKU0077,3,normal
ORD000304,14,수도권,SKU0073,23,normal
ORD000305,9,수도권,SKU0011,21,normal
ORD000306,8,수도권,SKU0033,19,normal
ORD000307,9,수도권,SKU0019,2,normal
ORD000308,10,수도권,SKU0003,4,normal
ORD000309,8,수도권,SKU0018,2,normal
ORD000310,78,비수도권,SKU0021,7,normal
ORD000311,56,비수도권,SKU0017,5,normal
ORD000312,2,수도권,SKU0010,14,normal
ORD000313,10,수도권,SKU0053,5,normal
ORD000314,1,수도권,SKU0033,22,normal
ORD000315,18,수도권,SKU0091,6,normal
ORD000316,17,수도권,SKU0019,7,normal
ORD000317,70,비수도권,SKU0061,15,normal
ORD000318,11,수도권,SKU0091,20,normal
ORD000319,67,비수도권,SKU0005,12,normal
ORD000320,94,비수도권,SKU0052,4,normal
ORD000321,4,수도권,SKU0046,21,normal
ORD000322,62,비수도권,SKU0093,19,normal
ORD000323,27,비수도권,SKU0067,1,normal
ORD000324,17,수도권,SKU0035,13,normal
ORD000325,15,수도권,SKU0072,17,normal
ORD000326,61,비수도권,SKU0059,17,normal
ORD000327,35,비수도권,SKU0035,17,normal
ORD000328,65,비수도권,SKU0079,14,normal
ORD000329,82,비수도권,SKU0067,4,normal
ORD000330,31,비수도권,SKU0001,1,normal
ORD000331,96,비수도권,SKU0087,22,normal
ORD000332,30,비수도권,SKU0040,10,normal
ORD000333,35,비수도권,SKU0065,19,normal
ORD000334,20,비수도권,SKU0040,9,normal
ORD000335,4,수도권,SKU0089,4,normal
ORD000336,51,비수도권,SKU0066,1,normal
ORD000337,19,수도권,SKU0058,11,normal
ORD000338,16,수도권,SKU0099,16,normal
ORD000339,84,비수도권,SKU0029,21,normal
ORD000340,11,수도권,SKU0007,4,normal
ORD000341,19,수도권,SKU0052,20,normal
ORD000342,46,비수도권,SKU0043,17,normal
ORD000343,63,비수도권,SKU0046,15,normal
ORD000344,16,수도권,SKU0063,7,normal
ORD000345,71,비수도권,SKU0062,3,normal
ORD000346,58,비수도권,SKU0040,3,normal
ORD000347,3,수도권,SKU0087,23,normal
ORD000348,2,수도권,SKU0066,3,normal
ORD000349,32,비수도권,SKU0089,16,normal
ORD000350,13,수도권,SKU0092,19,normal
ORD000351,8,수도권,SKU0017,9,normal
ORD000352,25,비수도권,SKU0069,0,normal
ORD000353,12,수도권,SKU0032,21,normal
ORD000354,19,수도권,SKU0084,17,normal
ORD000355,16,수도권,SKU0074,14,normal
ORD000356,26,비수도권,SKU0020,9,normal
ORD000357,14,수도권,SKU0094,15,normal
ORD000358,46,비수도권,SKU0069,3,normal
ORD000359,7,수도권,SKU0095,23,normal
ORD000360,46,비수도권,SKU0021,17,normal
ORD000361,15,수도권,SKU0087,20,normal
ORD000362,77,비수도권,SKU0067,10,normal
ORD000363,18,수도권,SKU0056,7,normal
ORD000364,95,비수도권,SKU0083,0,normal
ORD000365,29,비수도권,SKU0064,21,normal
ORD000366,8,수도권,SKU0067,1,normal
ORD000367,68,비수도권,SKU0026,20,normal
ORD000368,12,수도권,SKU0082,16,normal
ORD000369,13,수도권,SKU0066,19,normal
ORD000370,2,수도권,SKU0085,18,normal
ORD000371,19,수도권,SKU0036,9,normal
ORD000372,19,수도권,SKU0034,20,normal
ORD000373,13,수도권,SKU0003,7,normal
ORD000374,81,비수도권,SKU0077,20,normal
ORD000375,5,수도권,SKU0034,8,normal
ORD000376,12,수도권,SKU0033,9,normal
ORD000377,12,수도권,SKU0069,19,normal
ORD000378,4,수도권,SKU0026,4,normal
ORD000379,17,수도권,SKU0091,8,normal
ORD000380,44,비수도권,SKU0054,10,normal
ORD000381,18,수도권,SKU0097,17,normal
ORD000382,6,수도권,SKU0008,20,normal
ORD000383,14,수도권,SKU0034,23,normal
ORD000384,1,수도권,SKU0039,0,normal
ORD000385,76,비수도권,SKU0074,15,normal
ORD000386,3,수도권,SKU0022,19,normal
ORD000387,28,비수도권,SKU0038,23,normal
ORD000388,97,비수도권,SKU0092,9,normal
ORD000389,19,수도권,SKU0012,17,normal
ORD000390,86,비수도권,SKU0075,0,normal
ORD000391,9,수도권,SKU0071,5,normal
ORD000392,57,비수도권,SKU0014,21,normal
ORD000393,19,수도권,SKU0069,0,normal
ORD000394,50,비수도권,SKU0057,2,normal
ORD000395,3,수도권,SKU0029,12,normal
ORD000396,6,수도권,SKU0032,11,normal
ORD000397,5,수도권,SKU0084,23,normal
ORD000398,44,비수도권,SKU0024,13,normal
ORD000399,72,비수도권,SKU0052,23,normal
ORD000400,55,비수도권,SKU0069,16,normal
ORD000401,2,수도권,SKU0013,15,normal
ORD000402,76,비수도권,SKU0094,12,normal
ORD000403,13,수도권,SKU0027,3,normal
ORD000404,14,수도권,SKU0032,14,normal
ORD000405,4,수도권,SKU0067,8,normal
ORD000406,53,비수도권,SKU0008,16,normal
ORD000407,7,수도권,SKU0063,10,normal
ORD000408,22,비수도권,SKU0092,19,normal
ORD000409,71,비수도권,SKU0025,6,normal
ORD000410,4,수도권,SKU0037,6,normal
ORD000411,19,수도권,SKU0024,22,normal
ORD000412,9,수도권,SKU0082,3,normal
ORD000413,12,수도권,SKU0017,7,normal
ORD000414,17,수도권,SKU0035,18,normal
ORD000415,13,수도권,SKU0061,13,normal
ORD000416,37,비수도권,SKU0041,21,normal
ORD000417,17,수도권,SKU0007,22,normal
ORD000418,26,비수도권,SKU0095,3,normal
ORD000419,53,비수도권,SKU0034,20,normal
ORD000420,21,비수도권,SKU0045,16,normal
ORD000421,26,비수도권,SKU0017,23,normal
ORD000422,22,비수도권,SKU0087,17,normal
ORD000423,14,수도권,SKU0030,20,normal
ORD000424,12,수도권,SKU0002,14,normal
ORD000425,82,비수도권,SKU0032,4,normal
ORD000426,30,비수도권,SKU0099,14,normal
ORD000427,9,수도권,SKU0015,3,normal
ORD000428,18,수도권,SKU0004,3,normal
ORD000429,12,수도권,SKU0058,11,normal
ORD000430,88,비수도권,SKU0038,17,normal
ORD000431,1,수도권,SKU0080,18,normal
ORD000432,8,수도권,SKU0074,17,normal
ORD000433,13,수도권,SKU0019,0,normal
ORD000434,17,수도권,SKU0057,3,normal
ORD000435,73,비수도권,SKU0004,14,normal
ORD000436,4,수도권,SKU0044,5,normal
ORD000437,65,비수도권,SKU0072,23,normal
ORD000438,2,수도권,SKU0042,1,normal
ORD000439,71,비수도권,SKU0012,1,normal
ORD000440,2,수도권,SKU0007,1,normal
ORD000441,1,수도권,SKU0086,10,normal
ORD000442,46,비수도권,SKU0090,7,normal
ORD000443,99,비수도권,SKU0035,16,normal
ORD000444,81,비수도권,SKU0017,20,normal
ORD000445,24,비수도권,SKU0098,11,normal
ORD000446,85,비수도권,SKU0055,3,normal
ORD000447,1,수도권,SKU0048,0,normal
ORD000448,95,비수도권,SKU0075,9,normal
ORD000449,17,수도권,SKU0017,6,normal
ORD000450,50,비수도권,SKU0058,15,normal
ORD000451,68,비수도권,SKU0090,16,normal
ORD000452,49,비수도권,SKU0003,5,normal
ORD000453,19,수도권,SKU0068,0,normal
ORD000454,17,수도권,SKU0056,10,normal
ORD000455,71,비수도권,SKU0096,12,normal
ORD000456,8,수도권,SKU0026,12,normal
ORD000457,94,비수도권,SKU0086,8,normal
ORD000458,48,비수도권,SKU0031,2,normal
ORD000459,7,수도권,SKU0043,1,normal
ORD000460,53,비수도권,SKU0022,22,normal
ORD000461,19,수도권,SKU0087,0,normal
ORD000462,47,비수도권,SKU0020,6,normal
ORD000463,58,비수도권,SKU0086,19,normal
ORD000464,4,수도권,SKU0046,9,normal
ORD000465,18,수도권,SKU0084,1,normal
ORD000466,87,비수도권,SKU0027,3,normal
ORD000467,12,수도권,SKU0014,15,normal
ORD000468,27,비수도권,SKU0056,7,normal
ORD000469,13,수도권,SKU0051,11,normal
ORD000470,16,수도권,SKU0036,4,normal
ORD000471,19,수도권,SKU0067,23,normal
ORD000472,19,수도권,SKU0010,22,normal
ORD000473,7,수도권,SKU0063,19,normal
ORD000474,43,비수도권,SKU0022,2,normal
ORD000475,4,수도권,SKU0013,0,normal
ORD000476,5,수도권,SKU0091,13,normal
ORD000477,1,수도권,SKU0046,18,normal
ORD000478,5,수도권,SKU0077,23,normal
ORD000479,17,수도권,SKU0009,15,normal
ORD000480,29,비수도권,SKU0006,8,normal
ORD000481,63,비수도권,SKU0050,4,normal
ORD000482,4,수도권,SKU0032,3,normal
ORD000483,73,비수도권,SKU0001,5,normal
ORD000484,54,비수도권,SKU0019,11,normal
ORD000485,15,수도권,SKU0022,13,normal
ORD000486,88,비수도권,SKU0029,22,normal
ORD000487,98,비수도권,SKU0088,13,normal
ORD000488,8,수도권,SKU0043,5,normal
ORD000489,14,수도권,SKU0068,4,normal
ORD000490,86,비수도권,SKU0002,1,normal
ORD000491,50,비수도권,SKU0082,2,normal
ORD000492,2,수도권,SKU0025,8,normal
ORD000493,61,비수도권,SKU0031,6,normal
ORD000494,69,비수도권,SKU0005,11,normal
ORD000495,55,비수도권,SKU0041,17,normal
ORD000496,64,비수도권,SKU0086,12,normal
ORD000497,68,비수도권,SKU0038,0,normal
ORD000498,7,수도권,SKU0091,0,normal
ORD000499,9,수도권,SKU0087,0,normal
ORD000500,34,비수도권,SKU0007,21,normal
ORD000501,83,비수도권,SKU0031,20,normal
ORD000502,11,수도권,SKU0092,6,normal
ORD000503,26,비수도권,SKU0003,20,normal
ORD000504,43,비수도권,SKU0077,8,normal
ORD000505,16,수도권,SKU0091,0,normal
ORD000506,49,비수도권,SKU0078,14,normal
ORD000507,82,비수도권,SKU0075,11,normal
ORD000508,33,비수도권,SKU0085,3,normal
ORD000509,19,수도권,SKU0067,9,normal
ORD000510,16,수도권,SKU0043,22,normal
ORD000511,24,비수도권,SKU0007,17,normal
ORD000512,13,수도권,SKU0079,18,normal
ORD000513,14,수도권,SKU0091,19,normal
ORD000514,19,수도권,SKU0052,4,normal
ORD000515,3,수도권,SKU0054,1,normal
ORD000516,8,수도권,SKU0041,6,normal
ORD000517,19,수도권,SKU0086,5,normal
ORD000518,15,수도권,SKU0002,15,normal
ORD000519,12,수도권,SKU0063,14,normal
ORD000520,52,비수도권,SKU0091,8,normal
ORD000521,45,비수도권,SKU0011,6,normal
ORD000522,6,수도권,SKU0096,9,normal
ORD000523,78,비수도권,SKU0097,1,normal
ORD000524,18,수도권,SKU0093,2,normal
ORD000525,54,비수도권,SKU0047,18,normal
ORD000526,24,비수도권,SKU0039,23,normal
ORD000527,99,비수도권,SKU0071,23,normal
ORD000528,55,비수도권,SKU0032,2,normal
ORD000529,47,비수도권,SKU0007,7,normal
ORD000530,60,비수도권,SKU0091,4,normal
ORD000531,5,수도권,SKU0064,19,normal
ORD000532,8,수도권,SKU0021,11,normal
ORD000533,49,비수도권,SKU0002,10,normal
ORD000534,18,수도권,SKU0073,3,normal
ORD000535,56,비수도권,SKU0086,3,normal
ORD000536,4,수도권,SKU0041,0,normal
ORD000537,19,수도권,SKU0009,6,normal
ORD000538,14,수도권,SKU0065,19,normal
ORD000539,16,수도권,SKU0030,1,normal
ORD000540,29,비수도권,SKU0015,0,normal
ORD000541,18,수도권,SKU0052,18,normal
ORD000542,19,수도권,SKU0049,16,normal
ORD000543,17,수도권,SKU0052,10,normal
ORD000544,15,수도권,SKU0083,4,normal
ORD000545,59,비수도권,SKU0049,5,normal
ORD000546,1,수도권,SKU0091,21,normal
ORD000547,28,비수도권,SKU0085,5,normal
ORD000548,22,비수도권,SKU0066,22,normal
ORD000549,49,비수도권,SKU0006,16,normal
ORD000550,28,비수도권,SKU0087,19,normal
ORD000551,69,비수도권,SKU0091,9,normal
ORD000552,92,비수도권,SKU0038,9,normal
ORD000553,12,수도권,SKU0053,8,normal
ORD000554,8,수도권,SKU0029,17,normal
ORD000555,15,수도권,SKU0002,12,normal
ORD000556,10,수도권,SKU0048,7,normal
ORD000557,31,비수도권,SKU0013,10,normal
ORD000558,84,비수도권,SKU0019,6,normal
ORD000559,5,수도권,SKU0049,6,normal
ORD000560,4,수도권,SKU0087,2,normal
ORD000561,9,수도권,SKU0085,15,normal
ORD000562,51,비수도권,SKU0097,12,normal
ORD000563,27,비수도권,SKU0049,17,normal
ORD000564,4,수도권,SKU0056,17,normal
ORD000565,85,비수도권,SKU0083,11,normal
ORD000566,62,비수도권,SKU0070,12,normal
ORD000567,1,수도권,SKU0019,2,normal
ORD000568,38,비수도권,SKU0040,2,normal
ORD000569,59,비수도권,SKU0093,1,normal
ORD000570,13,수도권,SKU0015,6,normal
ORD000571,3,수도권,SKU0021,1,normal
ORD000572,3,수도권,SKU0041,5,normal
ORD000573,4,수도권,SKU0094,12,normal
ORD000574,71,비수도권,SKU0012,10,normal
ORD000575,84,비수도권,SKU0068,4,normal
ORD000576,5,수도권,SKU0014,6,normal
ORD000577,9,수도권,SKU0053,10,normal
ORD000578,6,수도권,SKU0054,6,normal
ORD000579,7,수도권,SKU0005,7,normal
ORD000580,71,비수도권,SKU0096,3,normal
ORD000581,12,수도권,SKU0081,9,normal
ORD000582,11,수도권,SKU0031,20,normal
ORD000583,8,수도권,SKU0014,19,normal
ORD000584,30,비수도권,SKU0035,14,normal
ORD000585,14,수도권,SKU0090,22,normal
ORD000586,54,비수도권,SKU0014,14,normal
ORD000587,8,수도권,SKU0035,18,normal
ORD000588,62,비수도권,SKU0050,9,normal
ORD000589,29,비수도권,SKU0004,1,normal
ORD000590,4,수도권,SKU0027,15,normal
ORD000591,15,수도권,SKU0060,19,normal
ORD000592,75,비수도권,SKU0033,4,normal
ORD000593,86,비수도권,SKU0088,16,normal
