order_id,postal_prefix,region,sku_id,order_hour,scenario
ORD000138,3,수도권,SKU0020,12,peak
ORD000139,40,비수도권,SKU0076,12,peak
ORD000140,13,수도권,SKU0049,11,peak
ORD000141,53,비수도권,SKU0033,23,peak
ORD000142,95,비수도권,SKU0009,17,peak
ORD000143,5,수도권,SKU0039,8,peak
ORD000144,44,비수도권,SKU0031,10,peak
ORD000145,94,비수도권,SKU0014,8,peak
ORD000146,26,비수도권,SKU0052,9,peak
ORD000147,7,수도권,SKU0015,17,peak
ORD000148,72,비수도권,SKU0089,19,peak
ORD000149,44,비수도권,SKU0100,11,peak
ORD000150,13,수도권,SKU0016,9,peak
ORD000151,16,수도권,SKU0014,12,peak
ORD000152,25,비수도권,SKU0049,13,peak
ORD000153,4,수도권,SKU0098,13,peak
ORD000154,80,비수도권,SKU0045,5,peak
ORD000155,96,비수도권,SKU0041,13,peak
ORD000156,9,수도권,SKU0096,0,peak
ORD000157,24,비수도권,SKU0046,9,peak
ORD000158,12,수도권,SKU0080,18,peak
ORD000159,1,수도권,SKU0044,18,peak
ORD000160,88,비수도권,SKU0071,11,peak
ORD000161,4,수도권,SKU0092,8,peak
ORD000162,3,수도권,SKU0065,11,peak
ORD000163,56,비수도권,SKU0098,8,peak
ORD000164,1,수도권,SKU0074,9,peak
ORD000165,19,수도권,SKU0007,14,peak
ORD000166,81,비수도권,SKU0004,9,peak
ORD000167,12,수도권,SKU0015,14,peak
ORD000168,2,수도권,SKU0015,14,peak
ORD000169,6,수도권,SKU0003,18,peak
ORD000170,86,비수도권,SKU0038,13,peak
ORD000171,13,수도권,SKU0100,12,peak
ORD000172,15,수도권,SKU0059,13,peak
ORD000173,5,수도권,SKU0074,8,peak
ORD000174,78,비수도권,SKU0046,18,peak
ORD000175,15,수도권,SKU0018,6,peak
ORD000176,15,수도권,SKU0036,13,peak
ORD000177,16,수도권,SKU0023,12,peak
ORD000178,37,비수도권,SKU0056,14,peak
ORD000179,6,수도권,SKU0047,5,peak
ORD000180,84,비수도권,SKU0086,7,peak
ORD000181,5,수도권,SKU0022,11,peak
ORD000182,6,수도권,SKU0058,14,peak
ORD000183,1,수도권,SKU0003,6,peak
ORD000184,1,수도권,SKU0080,9,peak
ORD000185,12,수도권,SKU0056,21,peak
ORD000186,5,수도권,SKU0007,12,peak
ORD000187,6,수도권,SKU0082,12,peak
ORD000188,96,비수도권,SKU0007,6,peak
ORD000189,81,비수도권,SKU0044,21,peak
ORD000190,9,수도권,SKU0087,13,peak
ORD000191,10,수도권,SKU0006,13,peak
ORD000192,8,수도권,SKU0026,23,peak
ORD000193,68,비수도권,SKU0031,15,peak
ORD000194,3,수도권,SKU0056,4,peak
ORD000195,16,수도권,SKU0050,13,peak
ORD000196,6,수도권,SKU0085,12,peak
ORD000197,35,비수도권,SKU0090,10,peak
ORD000198,18,수도권,SKU0035,5,peak
ORD000199,11,수도권,SKU0090,11,peak
ORD000200,3,수도권,SKU0040,7,peak
ORD000201,37,비수도권,SKU0078,10,peak
ORD000202,3,수도권,SKU0059,7,peak
ORD000203,8,수도권,SKU0082,15,peak
ORD000204,7,수도권,SKU0061,8,peak
ORD000205,16,수도권,SKU0080,7,peak
ORD000206,14,수도권,SKU0059,11,peak
ORD000207,8,수도권,SKU0012,8,peak
ORD000208,12,수도권,SKU0079,21,peak
ORD000209,12,수도권,SKU0070,12,peak
ORD000210,16,수도권,SKU0078,13,peak
ORD000211,72,비수도권,SKU0010,12,peak
ORD000212,4,수도권,SKU0069,11,peak
ORD000213,16,수도권,SKU0078,8,peak
ORD000214,1,수도권,SKU0037,9,peak
ORD000215,19,수도권,SKU0096,7,peak
ORD000216,18,수도권,SKU0068,21,peak
ORD000217,19,수도권,SKU0006,7,peak
ORD000218,13,수도권,SKU0067,21,peak
ORD000219,6,수도권,SKU0002,8,peak
ORD000220,13,수도권,SKU0017,8,peak
ORD000221,1,수도권,SKU0039,23,peak
ORD000222,11,수도권,SKU0033,6,peak
ORD000223,56,비수도권,SKU0073,15,peak
ORD000224,10,수도권,SKU0031,12,peak
ORD000225,17,수도권,SKU0078,13,peak
ORD000226,8,수도권,SKU0028,9,peak
ORD000227,4,수도권,SKU0056,12,peak
ORD000228,15,수도권,SKU0064,13,peak
ORD000229,1,수도권,SKU0094,11,peak
ORD000230,74,비수도권,SKU0003,12,peak
ORD000231,40,비수도권,SKU0031,8,peak
ORD000232,99,비수도권,SKU0021,11,peak
ORD000233,98,비수도권,SKU0070,7,peak
ORD000234,27,비수도권,SKU0047,7,peak
ORD000235,40,비수도권,SKU0054,10,peak
ORD000236,15,수도권,SKU0008,11,peak
ORD000237,6,수도권,SKU0057,11,peak
ORD000238,48,비수도권,SKU0031,9,peak
ORD000239,8,수도권,SKU0078,9,peak
ORD000240,18,수도권,SKU0037,11,peak
ORD000241,28,비수도권,SKU0004,12,peak
ORD000242,16,수도권,SKU0007,13,peak
ORD000243,18,수도권,SKU0031,15,peak
ORD000244,8,수도권,SKU0033,10,peak
ORD000245,36,비수도권,SKU0069,9,peak
ORD000246,84,비수도권,SKU0030,17,peak
ORD000247,14,수도권,SKU0077,7,peak
ORD000248,4,수도권,SKU0056,12,peak
ORD000249,17,수도권,SKU0031,8,peak
ORD000250,10,수도권,SKU0026,14,peak
ORD000251,12,수도권,SKU0033,19,peak
ORD000252,5,수도권,SKU0032,18,peak
ORD000253,17,수도권,SKU0060,10,peak
ORD000254,43,비수도권,SKU0079,23,peak
ORD000255,37,비수도권,SKU0023,3,peak
ORD000256,98,비수도권,SKU0079,14,peak
ORD000257,6,수도권,SKU0004,12,peak
ORD000258,77,비수도권,SKU0032,21,peak
ORD000259,28,비수도권,SKU0035,18,peak
ORD000260,21,비수도권,SKU0005,8,peak
ORD000261,19,수도권,SKU0055,7,peak
ORD000262,15,수도권,SKU0006,6,peak
ORD000263,11,수도권,SKU0066,13,peak
ORD000264,84,비수도권,SKU0066,7,peak
ORD000265,5,수도권,SKU0018,21,peak
ORD000266,5,수도권,SKU0009,15,peak
ORD000267,1,수도권,SKU0009,8,peak
ORD000268,30,비수도권,SKU0027,6,peak
ORD000269,71,비수도권,SKU0079,12,peak
ORD000270,6,수도권,SKU0059,9,peak
ORD000271,1,수도권,SKU0060,17,peak
ORD000272,7,수도권,SKU0049,8,peak
ORD000273,68,비수도권,SKU0061,12,peak
ORD000274,1,수도권,SKU0096,10,peak
ORD000275,3,수도권,SKU0086,11,peak
ORD000276,1,수도권,SKU0004,15,peak
ORD000277,84,비수도권,SKU0038,10,peak
ORD000278,4,수도권,SKU0077,18,peak
ORD000279,73,비수도권,SKU0097,21,peak
ORD000280,13,수도권,SKU0019,11,peak
ORD000281,11,수도권,SKU0063,8,peak
ORD000282,12,수도권,SKU0090,9,peak
ORD000283,12,수도권,SKU0038,7,peak
ORD000284,10,수도권,SKU0038,9,peak
ORD000285,49,비수도권,SKU0011,14,peak
ORD000286,14,수도권,SKU0035,10,peak
ORD000287,97,비수도권,SKU0094,8,peak
ORD000288,15,수도권,SKU0082,1,peak
ORD000289,51,비수도권,SKU0024,9,peak
ORD000290,32,비수도권,SKU0097,8,peak
ORD000291,11,수도권,SKU0011,15,peak
ORD000292,43,비수도권,SKU0100,13,peak
ORD000293,5,수도권,SKU0047,10,peak
ORD000294,6,수도권,SKU0024,10,peak
ORD000295,17,수도권,SKU0020,8,peak
ORD000296,23,비수도권,SKU0074,7,peak
ORD000297,18,수도권,SKU0062,14,peak
ORD000298,14,수도권,SKU0097,12,peak
ORD000299,4,수도권,SKU0094,16,peak
ORD000300,11,수도권,SKU0084,21,peak
ORD000301,17,수도권,SKU0027,9,peak
ORD000302,7,수도권,SKU0083,9,peak
ORD000303,18,수도권,SKU0074,23,peak
ORD000304,7,수도권,SKU0090,17,peak
ORD000305,3,수도권,SKU0047,9,peak
ORD000306,9,수도권,SKU0023,22,peak
ORD000307,8,수도권,SKU0085,13,peak
ORD000308,49,비수도권,SKU0062,13,peak
ORD000309,14,수도권,SKU0049,8,peak
ORD000310,2,수도권,SKU0063,12,peak
ORD000311,50,비수도권,SKU0090,10,peak
ORD000312,8,수도권,SKU0014,9,peak
ORD000313,16,수도권,SKU0020,14,peak
ORD000314,15,수도권,SKU0013,10,peak
ORD000315,92,비수도권,SKU0060,9,peak
ORD000316,7,수도권,SKU0018,18,peak
ORD000317,4,수도권,SKU0007,14,peak
ORD000318,8,수도권,SKU0061,8,peak
ORD000319,16,수도권,SKU0027,13,peak
ORD000320,6,수도권,SKU0061,15,peak
ORD000321,10,수도권,SKU0061,8,peak
ORD000322,18,수도권,SKU0028,7,peak
ORD000323,4,수도권,SKU0087,8,peak
ORD000324,85,비수도권,SKU0062,22,peak
ORD000325,15,수도권,SKU0061,8,peak
ORD000326,14,수도권,SKU0089,17,peak
ORD000327,10,수도권,SKU0093,10,peak
ORD000328,7,수도권,SKU0083,6,peak
ORD000329,14,수도권,SKU0058,8,peak
ORD000330,14,수도권,SKU0054,15,peak
ORD000331,2,수도권,SKU0033,12,peak
ORD000332,59,비수도권,SKU0015,16,peak
ORD000333,52,비수도권,SKU0077,13,peak
ORD000334,13,수도권,SKU0086,9,peak
ORD000335,10,수도권,SKU0039,3,peak
ORD000336,14,수도권,SKU0088,12,peak
ORD000337,7,수도권,SKU0072,8,peak
ORD000338,1,수도권,SKU0091,8,peak
ORD000339,10,수도권,SKU0084,14,peak
ORD000340,1,수도권,SKU0003,1,peak
ORD000341,2,수도권,SKU0026,21,peak
ORD000342,1,수도권,SKU0066,8,peak
ORD000343,68,비수도권,SKU0082,7,peak
ORD000344,4,수도권,SKU0087,13,peak
ORD000345,7,수도권,SKU0077,8,peak
ORD000346,14,수도권,SKU0011,18,peak
ORD000347,15,수도권,SKU0006,15,peak
ORD000348,4,수도권,SKU0064,9,peak
ORD000349,75,비수도권,SKU0031,13,peak
ORD000350,7,수도권,SKU0086,12,peak
ORD000351,84,비수도권,SKU0074,14,peak
ORD000352,7,수도권,SKU0096,9,peak
ORD000353,1,수도권,SKU0017,12,peak
ORD000354,92,비수도권,SKU0100,12,peak
ORD000355,14,수도권,SKU0045,8,peak
ORD000356,67,비수도권,SKU0034,8,peak
ORD000357,29,비수도권,SKU0062,18,peak
ORD000358,5,수도권,SKU0088,6,peak
ORD000359,58,비수도권,SKU0097,14,peak
ORD000360,2,수도권,SKU0054,16,peak
ORD000361,14,수도권,SKU0042,11,peak
ORD000362,7,수도권,SKU0032,7,peak
ORD000363,10,수도권,SKU0050,3,peak
ORD000364,35,비수도권,SKU0077,6,peak
ORD000365,19,수도권,SKU0004,9,peak
ORD000366,12,수도권,SKU0075,7,peak
ORD000367,2,수도권,SKU0014,10,peak
ORD000368,2,수도권,SKU0078,2,peak
ORD000369,20,비수도권,SKU0009,16,peak
ORD000370,86,비수도권,SKU0015,17,peak
ORD000371,59,비수도권,SKU0071,7,peak
ORD000372,4,수도권,SKU0064,7,peak
ORD000373,4,수도권,SKU0028,6,peak
ORD000374,17,수도권,SKU0052,17,peak
ORD000375,18,수도권,SKU0081,17,peak
ORD000376,17,수도권,SKU0049,12,peak
ORD000377,69,비수도권,SKU0037,7,peak
ORD000378,7,수도권,SKU0039,17,peak
ORD000379,5,수도권,SKU0018,14,peak
ORD000380,77,비수도권,SKU0078,3,peak
ORD000381,25,비수도권,SKU0048,16,peak
ORD000382,23,비수도권,SKU0041,7,peak
ORD000383,10,수도권,SKU0053,16,peak
ORD000384,18,수도권,SKU0065,16,peak
ORD000385,27,비수도권,SKU0033,11,peak
ORD000386,17,수도권,SKU0070,8,peak
ORD000387,29,비수도권,SKU0013,12,peak
ORD000388,17,수도권,SKU0081,13,peak
ORD000389,95,비수도권,SKU0029,17,peak
ORD000390,14,수도권,SKU0020,15,peak
ORD000391,1,수도권,SKU0099,4,peak
ORD000392,5,수도권,SKU0088,14,peak
ORD000393,90,비수도권,SKU0067,6,peak
ORD000394,13,수도권,SKU0056,16,peak
ORD000395,4,수도권,SKU0031,4,peak
ORD000396,5,수도권,SKU0064,19,peak
ORD000397,1,수도권,SKU0029,19,peak
ORD000398,7,수도권,SKU0045,11,peak
ORD000399,96,비수도권,SKU0057,12,peak
ORD000400,9,수도권,SKU0024,13,peak
ORD000401,7,수도권,SKU0062,14,peak
ORD000402,19,수도권,SKU0025,10,peak
ORD000403,19,수도권,SKU0015,9,peak
ORD000404,91,비수도권,SKU0081,11,peak
ORD000405,27,비수도권,SKU0069,7,peak
ORD000406,3,수도권,SKU0029,17,peak
ORD000407,96,비수도권,SKU0074,12,peak
ORD000408,33,비수도권,SKU0019,19,peak
ORD000409,8,수도권,SKU0074,10,peak
ORD000410,8,수도권,SKU0001,11,peak
ORD000411,89,비수도권,SKU0002,7,peak
ORD000412,6,수도권,SKU0008,7,peak
ORD000413,7,수도권,SKU0045,6,peak
ORD000414,10,수도권,SKU0019,13,peak
ORD000415,19,수도권,SKU0076,13,peak
ORD000416,12,수도권,SKU0097,14,peak
ORD000417,9,수도권,SKU0047,14,peak
ORD000418,8,수도권,SKU0060,19,peak
ORD000419,4,수도권,SKU0034,8,peak
ORD000420,15,수도권,SKU0042,6,peak
ORD000421,8,수도권,SKU0063,17,peak
ORD000422,9,수도권,SKU0054,8,peak
ORD000423,1,수도권,SKU0031,14,peak
ORD000424,15,수도권,SKU0025,19,peak
ORD000425,19,수도권,SKU0062,9,peak
ORD000426,80,비수도권,SKU0092,10,peak
ORD000427,6,수도권,SKU0005,8,peak
ORD000428,78,비수도권,SKU0009,12,peak
ORD000429,10,수도권,SKU0021,7,peak
ORD000430,47,비수도권,SKU0069,1,peak
ORD000431,72,비수도권,SKU0008,17,peak
ORD000432,89,비수도권,SKU0090,8,peak
ORD000433,9,수도권,SKU0039,7,peak
ORD000434,8,수도권,SKU0016,14,peak
ORD000435,12,수도권,SKU0068,11,peak
ORD000436,16,수도권,SKU0098,9,peak
ORD000437,19,수도권,SKU0074,11,peak
ORD000438,19,수도권,SKU0044,7,peak
ORD000439,4,수도권,SKU0092,16,peak
ORD000440,17,수도권,SKU0035,8,peak
ORD000441,5,수도권,SKU0018,12,peak
ORD000442,23,비수도권,SKU0098,13,peak
ORD000443,93,비수도권,SKU0073,7,peak
ORD000444,38,비수도권,SKU0024,0,peak
ORD000445,19,수도권,SKU0062,11,peak
ORD000446,3,수도권,SKU0065,10,peak
ORD000447,6,수도권,SKU0041,22,peak
ORD000448,10,수도권,SKU0071,12,peak
ORD000449,82,비수도권,SKU0035,17,peak
ORD000450,9,수도권,SKU0042,10,peak
ORD000451,50,비수도권,SKU0100,12,peak
ORD000452,3,수도권,SKU0098,11,peak
ORD000453,18,수도권,SKU0011,8,peak
ORD000454,41,비수도권,SKU0056,8,peak
ORD000455,15,수도권,SKU0022,16,peak
ORD000456,37,비수도권,SKU0029,13,peak
ORD000457,26,비수도권,SKU0069,13,peak
ORD000458,13,수도권,SKU0075,12,peak
ORD000459,64,비수도권,SKU0033,9,peak
ORD000460,10,수도권,SKU0056,10,peak
ORD000461,12,수도권,SKU0066,9,peak
ORD000462,15,수도권,SKU0053,8,peak
ORD000463,4,수도권,SKU0001,12,peak
ORD000464,14,수도권,SKU0011,7,peak
ORD000465,9,수도권,SKU0010,10,peak
ORD000466,7,수도권,SKU0039,19,peak
ORD000467,16,수도권,SKU0044,21,peak
ORD000468,9,수도권,SKU0033,11,peak
ORD000469,61,비수도권,SKU0058,15,peak
ORD000470,12,수도권,SKU0010,7,peak
ORD000471,12,수도권,SKU0099,16,peak
ORD000472,95,비수도권,SKU0041,10,peak
ORD000473,10,수도권,SKU0005,12,peak
ORD000474,4,수도권,SKU0075,5,peak
ORD000475,67,비수도권,SKU0022,9,peak
ORD000476,77,비수도권,SKU0005,9,peak
ORD000477,7,수도권,SKU0024,9,peak
ORD000478,68,비수도권,SKU0003,7,peak
ORD000479,14,수도권,SKU0049,13,peak
ORD000480,2,수도권,SKU0014,11,peak
ORD000481,15,수도권,SKU0087,11,peak
ORD000482,59,비수도권,SKU0074,8,peak
ORD000483,11,수도권,SKU0089,8,peak
ORD000484,15,수도권,SKU0032,10,peak
ORD000485,4,수도권,SKU0086,8,peak
ORD000486,57,비수도권,SKU0083,4,peak
ORD000487,3,수도권,SKU0009,14,peak
ORD000488,3,수도권,SKU0065,8,peak
ORD000489,82,비수도권,SKU0089,23,peak
ORD000490,66,비수도권,SKU0079,12,peak
ORD000491,16,수도권,SKU0072,16,peak
ORD000492,3,수도권,SKU0051,11,peak
ORD000493,15,수도권,SKU0094,18,peak
ORD000494,78,비수도권,SKU0087,7,peak
ORD000495,17,수도권,SKU0063,8,peak
ORD000496,6,수도권,SKU0006,7,peak
ORD000497,74,비수도권,SKU0087,15,peak
ORD000498,64,비수도권,SKU0092,7,peak
ORD000499,15,수도권,SKU0008,12,peak
ORD000500,60,비수도권,SKU0059,12,peak
ORD000501,2,수도권,SKU0013,16,peak
ORD000502,13,수도권,SKU0049,7,peak
ORD000503,5,수도권,SKU0034,14,peak
ORD000504,56,비수도권,SKU0047,7,peak
ORD000505,92,비수도권,SKU0040,23,peak
ORD000506,81,비수도권,SKU0095,16,peak
ORD000507,14,수도권,SKU0085,7,peak
ORD000508,14,수도권,SKU0059,13,peak
ORD000509,75,비수도권,SKU0036,18,peak
ORD000510,25,비수도권,SKU0021,6,peak
ORD000511,3,수도권,SKU0032,13,peak
ORD000512,4,수도권,SKU0003,17,peak
ORD000513,87,비수도권,SKU0016,12,peak
ORD000514,10,수도권,SKU0009,11,peak
ORD000515,6,수도권,SKU0063,3,peak
ORD000516,29,비수도권,SKU0044,11,peak
ORD000517,67,비수도권,SKU0019,18,peak
ORD000518,6,수도권,SKU0059,17,peak
ORD000519,7,수도권,SKU0044,9,peak
ORD000520,73,비수도권,SKU0094,10,peak
ORD000521,1,수도권,SKU0059,9,peak
ORD000522,75,비수도권,SKU0066,16,peak
ORD000523,2,수도권,SKU0065,9,peak
ORD000524,3,수도권,SKU0031,9,peak
ORD000525,63,비수도권,SKU0089,9,peak
ORD000526,7,수도권,SKU0063,12,peak
ORD000527,7,수도권,SKU0098,1,peak
ORD000528,58,비수도권,SKU0096,9,peak
ORD000529,15,수도권,SKU0059,21,peak
ORD000530,10,수도권,SKU0008,8,peak
ORD000531,23,비수도권,SKU0071,7,peak
ORD000532,49,비수도권,SKU0001,13,peak
ORD000533,63,비수도권,SKU0070,9,peak
ORD000534,4,수도권,SKU0048,9,peak
ORD000535,16,수도권,SKU0056,12,peak
ORD000536,19,수도권,SKU0090,9,peak
ORD000537,4,수도권,SKU0070,15,peak
ORD000538,17,수도권,SKU0047,14,peak
ORD000539,1,수도권,SKU0084,8,peak
ORD000540,10,수도권,SKU0032,13,peak
ORD000541,5,수도권,SKU0090,10,peak
ORD000542,16,수도권,SKU0011,8,peak
ORD000543,6,수도권,SKU0091,12,peak
ORD000544,43,비수도권,SKU0062,9,peak
ORD000545,4,수도권,SKU0087,17,peak
ORD000546,35,비수도권,SKU0066,18,peak
ORD000547,3,수도권,SKU0089,7,peak
ORD000548,13,수도권,SKU0076,1,peak
ORD000549,19,수도권,SKU0004,21,peak
ORD000550,5,수도권,SKU0019,10,peak
ORD000551,33,비수도권,SKU0044,7,peak
ORD000552,87,비수도권,SKU0090,8,peak
ORD000553,11,수도권,SKU0100,8,peak
ORD000554,1,수도권,SKU0016,8,peak
ORD000555,13,수도권,SKU0095,15,peak
ORD000556,73,비수도권,SKU0035,9,peak
ORD000557,19,수도권,SKU0022,8,peak
ORD000558,20,비수도권,SKU0011,9,peak
ORD000559,44,비수도권,SKU0010,10,peak
ORD000560,75,비수도권,SKU0094,9,peak
ORD000561,4,수도권,SKU0039,8,peak
ORD000562,17,수도권,SKU0096,13,peak
ORD000563,70,비수도권,SKU0051,6,peak
ORD000564,40,비수도권,SKU0039,14,peak
ORD000565,7,수도권,SKU0079,10,peak
ORD000566,66,비수도권,SKU0047,7,peak
ORD000567,8,수도권,SKU0052,13,peak
ORD000568,12,수도권,SKU0088,11,peak
ORD000569,6,수도권,SKU0077,6,peak
ORD000570,69,비수도권,SKU0080,8,peak
ORD000571,3,수도권,SKU0064,10,peak
ORD000572,98,비수도권,SKU0017,12,peak
ORD000573,9,수도권,SKU0012,6,peak
ORD000574,22,비수도권,SKU0075,11,peak
ORD000575,4,수도권,SKU0075,11,peak
ORD000576,14,수도권,SKU0046,9,peak
ORD000577,2,수도권,SKU0037,11,peak
ORD000578,67,비수도권,SKU0090,7,peak
ORD000579,13,수도권,SKU0035,10,peak
ORD000580,31,비수도권,SKU0027,15,peak
ORD000581,71,비수도권,SKU0075,9,peak
ORD000582,2,수도권,SKU0016,7,peak
ORD000583,14,수도권,SKU0065,9,peak
ORD000584,6,수도권,SKU0081,5,peak
ORD000585,2,수도권,SKU0071,6,peak
ORD000586,17,수도권,SKU0034,12,peak
ORD000587,4,수도권,SKU0067,9,peak
ORD000588,14,수도권,SKU0044,19,peak
ORD000589,6,수도권,SKU0048,11,peak
ORD000590,6,수도권,SKU0073,8,peak
ORD000591,15,수도권,SKU0065,13,peak
ORD000592,16,수도권,SKU0030,14,peak
ORD000593,1,수도권,SKU0025,10,peak
ORD000594,14,수도권,SKU0087,11,peak
ORD000595,19,수도권,SKU0085,15,peak
ORD000596,19,수도권,SKU0041,12,peak
ORD000597,59,비수도권,SKU0087,13,peak
